id,school,subject,title,prompt,description,elements,
komu-efficiency-hs-02,high,校務,単位認定・履修管理システム（高校）,"あなたは高等学校の教務管理DX専門家です。
単位制高校の複雑な履修・単位認定業務を効率化し、ミスを防止するシステムを設計してください。

# 履修・単位管理業務
・科目選択指導・履修登録
・出席管理・単位認定判定
・成績管理・評定平均算出
・進級・卒業判定
・転入・編入生対応
・大学入試・就職用書類作成

# 現在の課題
・履修パターンの複雑化
・単位認定基準の多様化
・手作業による計算ミス
・個別対応の増加
・進路変更時の再計算
・法令・制度変更への対応

# システム機能要件
1. 履修パターン自動チェック
2. 単位認定自動判定機能
3. 個別履修計画作成支援
4. 進級・卒業判定システム
5. 転編入生対応機能
6. 各種証明書自動作成
7. 法令・制度変更対応機能

# 設計・導入計画
・既存システムとの連携
・段階的機能実装
・教職員研修・マニュアル整備
・データ移行・バックアップ体制
・継続的システム改善

高校の多様な学習ニーズに対応しながら、確実で効率的な単位管理を実現するシステムを設計してください。",高等学校の複雑な単位制度を効率的に管理し、生徒の多様な学習ニーズに対応しながら教職員の業務負担を軽減するシステムを設計できます。,"人物,内容,制約",
komu-efficiency-hs-03,high,校務,キャリア教育・進路指導統合システム（高校）,"あなたは高等学校のキャリア教育DX専門家です。
3年間を通じたキャリア教育と進路指導を統合し、生徒の自己実現を支援するシステムを構築してください。

# キャリア教育・進路指導の範囲
・自己理解・職業理解促進
・インターンシップ・職場体験
・大学・専門学校・就職指導
・総合型選抜・推薦入試対策
・キャリアプランニング支援
・卒業後の追跡調査

# 現在の課題
・個別指導の記録・継承困難
・キャリア教育と進路指導の分離
・生徒の自己理解不足
・多様な進路への対応不足
・外部機関との連携不備
・効果測定・改善サイクル不足

# 統合システムの機能
1. 個人キャリアポートフォリオ
2. 自己理解・適性診断ツール
3. 進路情報データベース
4. インターンシップ管理機能
5. 個別面談・指導記録システム
6. 外部機関連携プラットフォーム
7. 卒業生追跡・データ分析機能

# 構築・運用戦略
・生徒主体のシステム設計
・教職員・外部専門家の連携
・3年間の継続的支援体制
・データ活用による改善サイクル
・個人情報保護・セキュリティ

高校生が自らの将来を主体的に設計し、教職員が効果的に支援できるシステムを構築してください。",高等学校のキャリア教育と進路指導を統合し、生徒の主体的な進路選択を支援しながら教職員の指導効率化を実現するシステムを構築できます。,"人物,内容,制約",
seikatsu-seasonal-01,elementary,生活,季節の変化観察プログラム作成,"あなたは小学校生活科の季節学習専門家です。
1年間を通して季節の変化を継続的に観察し、自然と生活のつながりを実感できるプログラムを作成してください。

# プログラム設定
・対象学年：[1年または2年]
・観察場所：[学校園、校庭、通学路、地域の公園など]
・観察期間：[4月〜3月の1年間]
・関連する学習：[国語、算数、図工との関連]

# 観察の観点
1. 植物の変化（成長、開花、結実、落葉など）
2. 動物の様子（昆虫、鳥の行動変化など）
3. 気候・天気の変化
4. 人々の生活の変化（服装、行事、食べ物など）
5. 自分自身の変化

# プログラムの構成
・月別観察計画
・記録方法の工夫（絵日記、写真、採集など）
・季節ごとのまとめ活動
・地域の人との交流
・発表・共有活動
・1年間の振り返り

低学年の児童が自然に親しみ、季節の美しさや不思議さを感じられるプログラムを作成してください。",小学校低学年の児童が1年間を通して季節の変化を体感し、自然と生活のつながりを理解する継続的な観察プログラムを作成できます。,"人物,内容,制約",
seikatsu-community-01,elementary,生活,地域の人々との交流活動企画,"あなたは小学校生活科の地域学習コーディネーターです。
児童が地域の様々な人々と交流し、地域社会への関心と愛着を育む活動を企画してください。

# 交流活動の対象
・地域の高齢者（老人会、デイサービスなど）
・地域の働く人々（商店、工場、公共施設など）
・地域のボランティア（読み聞かせ、見守りなど）
・他の学年の児童・生徒
・保護者・家族

# 活動の目的
1. 地域への関心・愛着の育成
2. 多様な人々との関わり方を学ぶ
3. 感謝の気持ちを育む
4. コミュニケーション能力の向上
5. 地域の一員としての自覚形成

# 活動企画の要素
・事前学習（相手について知る）
・交流活動の計画・準備
・実際の交流活動
・お礼・感謝の表現
・振り返り・次の活動への展開
・安全管理・配慮事項

# 年間計画
・春：地域探検・人々との出会い
・夏：夏祭り・地域行事への参加
・秋：収穫体験・感謝の集い
・冬：昔遊び・お正月行事交流

児童が地域の温かさを感じ、自分も地域の一員であることを実感できる活動を企画してください。",小学校低学年の児童が地域の多様な人々と心温まる交流を通して、地域愛と社会性を育む活動プログラムを企画できます。,"人物,内容,制約",
seikatsu-growth-01,elementary,生活,自分の成長記録プロジェクト,"あなたは小学校生活科の成長支援専門家です。
児童が自分自身の成長を実感し、将来への期待を持てる成長記録プロジェクトを設計してください。

# 成長記録の内容
・身体の成長（身長、体重、手足の大きさなど）
・できるようになったこと（運動、学習、生活技能など）
・好きなもの・興味の変化
・友達関係・人との関わり
・将来の夢・目標の変化
・家族・地域での役割

# 記録方法の工夫
1. 成長アルバムの作成
2. 定期的な写真・動画記録
3. 手形・足形の保存
4. できるようになったことリスト
5. 家族・友達からのメッセージ
6. 作品・制作物の保存

# プロジェクトの進行
・入学時の記録作成
・学期ごとの振り返り
・誕生日での特別記録
・年度末の1年間まとめ
・2年生への引き継ぎ
・保護者との共有・連携

# 活用・発展
・成長発表会の開催
・下級生への紹介
・家族との思い出作り
・自己肯定感の育成
・目標設定への活用

児童が自分の成長を実感し、自信と将来への希望を持てるプロジェクトを設計してください。",小学校低学年の児童が自分自身の成長を可視化し、自己肯定感と将来への期待を育む継続的な記録プロジェクトを設計できます。,"人物,内容,制約",
ongaku-rhythm-01,elementary,音楽,リズム感育成プログラム（小学校）,"あなたは小学校音楽科のリズム指導専門家です。
児童のリズム感を楽しく効果的に育成するプログラムを作成してください。

# 対象・設定
・学年：[低学年・中学年・高学年]
・期間：[1学期間または通年]
・使用楽器：[体、手拍子、簡易楽器など]
・関連教材：[わらべうた、ポピュラー音楽、クラシックなど]

# リズム指導の段階
1. 拍の感覚を身につける
2. 基本的なリズムパターンの習得
3. リズムの組み合わせ・発展
4. 即興的なリズム表現
5. 他の音楽要素との統合

# プログラムの活動例
・リズム遊び・ゲーム
・身体表現・ダンス
・楽器を使ったアンサンブル
・リズムパターンの創作
・様々な音楽に合わせた活動
・発表・鑑賞活動

# 指導の工夫
・視覚的支援（リズム譜、動作など）
・段階的なスモールステップ
・個別支援・グループ活動の組み合わせ
・評価方法の工夫
・家庭との連携

全ての児童がリズムの楽しさを味わい、音楽的な基礎力を身につけるプログラムを作成してください。",小学校音楽でリズム感を楽しく効果的に育成し、児童の音楽的基礎力と表現力を向上させるプログラムを体系的に作成できます。,"人物,内容,制約",
ongaku-singing-01,junior-high,音楽,合唱指導ステップアップ計画（中学校）,"あなたは中学校音楽科の合唱指導専門家です。
変声期の生徒たちが美しいハーモニーを創り上げる合唱指導の計画を作成してください。

# 指導の対象・条件
・学年：[中学1〜3年]
・合唱の種類：[斉唱、2部合唱、3部合唱、混声合唱]
・期間：[学期単位または年間]
・目標：[校内合唱コンクール、地域発表会など]

# 変声期への配慮
1. 個人差に応じた声域設定
2. 無理のない発声練習
3. パート分けの工夫
4. 心理的サポート
5. 楽しさを重視した指導

# 指導の段階
・発声・ブレスの基礎
・音程・リズムの正確性
・パート練習・合わせ練習
・表現力の向上
・アンサンブル力の育成
・発表・評価

# 活動の工夫
・ウォームアップの充実
・ICTを活用した音取り練習
・パートリーダーの育成
・相互評価・自己評価
・録音・録画による客観視
・地域・保護者との連携

生徒が合唱の喜びを感じ、音楽的な表現力と協調性を身につける指導計画を作成してください。",中学校合唱指導で変声期の生徒に配慮しながら、美しいハーモニーと豊かな表現力を育成する段階的な指導計画を作成できます。,"人物,内容,制約",
ongaku-appreciation-01,high,音楽,音楽史・鑑賞授業プラン（高校）,"あなたは高等学校芸術科（音楽）の専門家です。
音楽史の流れと代表的作品の鑑賞を通して、音楽文化への理解を深める授業プランを作成してください。

# 授業設定
・科目：[音楽I、II、III]
・対象時代：[バロック、古典派、ロマン派、近現代など]
・扱う作品：[代表的な作曲家・楽曲]
・期間：[単元または学期単位]
・関連活動：[演奏、創作、ICT活用など]

# 音楽史学習の観点
1. 時代背景と音楽様式
2. 代表的作曲家の生涯と作品
3. 楽器・演奏形態の発達
4. 社会・文化との関わり
5. 現代への影響・継承

# 鑑賞活動の工夫
・多様な音源・映像の活用
・楽譜を見ながらの鑑賞
・部分的な演奏体験
・比較鑑賞による特徴把握
・感想・意見交換
・創作活動への発展

# 授業展開例
・導入：時代背景の概説
・展開：作品鑑賞・分析
・深化：演奏・創作体験
・まとめ：現代とのつながり
・評価：レポート・発表

高校生が音楽の歴史的価値と現代的意義を理解し、生涯にわたって音楽を愛好する態度を育む授業プランを作成してください。",高等学校音楽で音楽史と鑑賞を有機的に結び付け、生徒の音楽文化理解と生涯学習への意欲を育成する授業プランを作成できます。,"人物,内容,制約",
zuga-expression-01,elementary,図画工作,自由表現活動プラン（小学校図工）,"あなたは小学校図画工作科の表現活動専門家です。
児童の創造性と表現力を最大限に引き出す自由表現活動プランを作成してください。

# 活動設定
・学年：[低学年・中学年・高学年]
・テーマ：[「自分の好きなもの」「夢の世界」「未来の〇〇」など]
・使用材料：[絵の具、クレヨン、粘土、廃材など]
・制作期間：[単時間または数時間]
・展示・鑑賞：[校内展示、相互鑑賞など]

# 表現活動の段階
1. 発想・構想の段階
2. 制作・表現の段階
3. 鑑賞・評価の段階
4. 振り返り・発展の段階

# 指導の重点
・自由な発想を大切にする雰囲気づくり
・技法・材料の基本的な使い方指導
・個性・多様性の尊重
・過程を重視した評価
・相互鑑賞による学び合い
・安全指導の徹底

# 支援の工夫
・発想を広げる資料・環境の準備
・技法指導のタイミング
・個別支援の方法
・作品保管・展示の工夫
・保護者・地域への発信

児童一人ひとりの個性と創造性が輝く、楽しく充実した表現活動プランを作成してください。",小学校図画工作で児童の自由な発想と創造性を最大限に引き出し、表現する喜びを味わわせる活動プランを創造できます。,"人物,内容,制約",
bijutsu-design-01,junior-high,美術,デザイン思考育成プロジェクト（中学校美術）,"あなたは中学校美術科のデザイン教育専門家です。
生徒がデザイン思考を身につけ、課題解決に向けた創造的な提案ができるプロジェクトを設計してください。

# プロジェクト設定
・対象：[中学1〜3年]
・課題：[学校生活の改善、地域の問題解決、環境問題など]
・制作物：[ポスター、パッケージ、プロダクト、アプリデザインなど]
・期間：[3〜6時間程度]
・協働：[個人・グループ活動の組み合わせ]

# デザイン思考のプロセス
1. 共感（問題・ニーズの発見）
2. 定義（課題の明確化）
3. 創造（アイデア発想）
4. 試作（プロトタイプ作成）
5. 検証（フィードバック・改善）

# 学習活動の展開
・問題発見のためのリサーチ
・ブレインストーミング・アイデア発想
・スケッチ・ラフデザイン
・制作・完成
・プレゼンテーション・相互評価
・振り返り・改善提案

# 指導のポイント
・実社会とのつながりを重視
・多様なアイデアの尊重
・ICTツールの効果的活用
・協働による学び合い
・社会貢献への意識醸成

生徒が創造的思考力と問題解決能力を身につけ、社会の一員としての自覚を持てるプロジェクトを設計してください。",中学校美術でデザイン思考を通して創造的問題解決能力を育成し、生徒の社会参画意識を高めるプロジェクトを設計できます。,"人物,内容,制約",
bijutsu-contemporary-01,high,美術,現代アート制作・発信プログラム（高校美術）,"あなたは高等学校芸術科（美術）の現代アート教育専門家です。
生徒が現代的な表現方法を学び、自分の作品を社会に発信するプログラムを開発してください。

# プログラム設定
・科目：[美術I、II、III]
・表現メディア：[絵画、彫刻、映像、インスタレーション、デジタルアートなど]
・テーマ：[社会問題、アイデンティティ、環境、テクノロジーなど]
・期間：[学期単位または年間プロジェクト]
・発信方法：[展覧会、SNS、地域発表など]

# 現代アートの学習要素
1. 現代アートの動向・作家研究
2. 多様な表現技法・メディアの習得
3. コンセプト・メッセージの明確化
4. 社会性・批判性を持った表現
5. 鑑賞者とのコミュニケーション

# プログラムの構成
・現代アート鑑賞・分析
・コンセプト・企画の立案
・技法研究・実験
・作品制作
・展示・発表の企画
・作品解説・プレゼンテーション
・社会への発信・交流

# 指導・支援の工夫
・美術館・ギャラリーとの連携
・現代作家との交流機会
・ICT・デジタル技術の活用
・批評・ディスカッションの場
・進路・キャリアとの関連

高校生が現代社会に向けて自分なりの表現を発信し、アーティストとしての基礎を築くプログラムを開発してください。",高等学校美術で現代的な表現技法と社会発信力を身につけ、生徒の芸術的アイデンティティと社会参画意識を育成するプログラムを開発できます。,"人物,内容,制約",
katei-cooking-01,elementary,家庭,実践的調理技能プログラム（小学校家庭）,"あなたは小学校家庭科の調理指導専門家です。
児童が基本的な調理技能を安全に楽しく身につけ、食生活に関心を持てるプログラムを作成してください。

# プログラム設定
・対象学年：[5年・6年]
・調理技能：[切る、ゆでる、炒める、蒸すなど]
・調理実習：[年間6〜8回程度]
・安全管理：[怪我防止、衛生管理、アレルギー対応]
・家庭との連携：[材料準備、家庭実践など]

# 段階的な技能習得
1. 基本の道具の使い方
2. 安全な包丁の使い方
3. 火の扱い方・加熱調理
4. 味付け・調味の基本
5. 盛り付け・配膳
6. 片付け・衛生管理

# 実習メニューの構成
・基礎実習（ゆで卵、おにぎりなど）
・季節の料理（旬の食材活用）
・郷土料理・行事食
・簡単な弁当作り
・家族への料理
・創作メニュー

# 指導の工夫
・デモンストレーションの効果的実施
・グループ編成と役割分担
・個別支援と安全確認
・振り返り・評価の工夫
・家庭での実践奨励
・食文化・栄養指導との関連

児童が調理の楽しさを実感し、生涯にわたって食生活を豊かにする基礎を築くプログラムを作成してください。",小学校家庭科で児童が調理技能を安全に習得し、食生活への関心と実践力を育む段階的なプログラムを作成できます。,"人物,内容,制約",
gika-programming-01,junior-high,技術・家庭,プログラミング的思考育成カリキュラム（中学校技術）,"あなたは中学校技術・家庭科（技術分野）のプログラミング教育専門家です。
生徒がプログラミング的思考を身につけ、問題解決能力を育成するカリキュラムを設計してください。

# カリキュラム設定
・対象学年：[中学1〜3年]
・使用言語・環境：[Scratch、Python、micro:bitなど]
・授業時数：[学年あたり10〜15時間]
・関連分野：[情報の技術、エネルギー変換など]
・評価方法：[作品評価、思考過程評価など]

# プログラミング的思考の要素
1. 分解（問題を小さな部分に分ける）
2. パターン認識（規則性の発見）
3. 抽象化（本質的な要素の抽出）
4. アルゴリズム（手順の論理的組み立て）
5. デバッグ（間違いの発見・修正）

# 学習内容の展開
・基本的なプログラミング体験
・順次・分岐・反復の理解
・センサー・アクチュエータの制御
・身近な問題の解決プログラム
・創作・表現活動
・情報モラル・セキュリティ

# 指導・評価の工夫
・ペアプログラミング・協働学習
・試行錯誤を重視した指導
・作品発表・相互評価
・実生活との関連づけ
・進路・キャリアとの接続
・ICT環境の効果的活用

生徒がプログラミングの楽しさを感じながら、論理的思考力と問題解決能力を確実に身につけるカリキュラムを設計してください。",中学校技術科でプログラミング的思考を体系的に育成し、生徒の論理的思考力と創造的問題解決能力を効果的に伸ばすカリキュラムを設計できます。,"人物,内容,制約",
katei-life-design-01,high,家庭,ライフデザイン教育プログラム（高校家庭）,"あなたは高等学校家庭科のライフデザイン教育専門家です。
生徒が自分らしい生き方を設計し、家庭・社会の一員として必要な資質・能力を身につけるプログラムを開発してください。

# プログラム設定
・科目：[家庭基礎、家庭総合]
・期間：[学期単位または年間]
・対象：[高校1〜3年（発達段階に応じて）]
・関連分野：[進路指導、キャリア教育、主権者教育]
・実践活動：[調査、実習、発表、地域連携など]

# ライフデザインの要素
1. 自己理解・価値観の明確化
2. ライフステージの理解
3. 家族・家庭の意義と役割
4. ワークライフバランス
5. 経済設計・家計管理
6. 社会参画・貢献

# 学習内容の構成
・自分史作成・将来ビジョン
・家族・パートナーシップ
・子育て・介護の理解
・住生活・消費生活の設計
・職業選択・キャリア形成
・社会制度・法律の理解
・地域社会への参画

# 活動・評価の工夫
・ライフプラン作成・発表
・ロールプレイ・シミュレーション
・地域の専門家との交流
・実態調査・データ分析
・家族・地域での実践活動
・ポートフォリオ評価

高校生が自分らしい人生設計を描き、家庭・社会の担い手として成長するプログラムを開発してください。",高等学校家庭科で生徒が自分らしいライフデザインを描き、家庭・社会の一員として必要な実践力を身につけるプログラムを開発できます。,"人物,内容,制約",
taiiku-movement-01,elementary,体育,基本運動技能習得プログラム（小学校体育）,"あなたは小学校体育科の運動技能指導専門家です。
全ての児童が基本的な運動技能を身につけ、運動の楽しさを味わえるプログラムを作成してください。

# プログラム設定
・対象学年：[低学年・中学年・高学年]
・運動領域：[体つくり運動、器械運動、陸上運動、水泳運動、球技、表現運動など]
・技能要素：[移動、平衡、操作、力試しなど]
・期間：[単元または年間計画]
・個別支援：[運動が苦手な児童への配慮]

# 基本運動技能の要素
1. 移動系（走る、跳ぶ、登るなど）
2. 平衡系（立つ、回る、転がるなど）
3. 操作系（投げる、捕る、蹴るなど）
4. 力試し系（押す、引く、運ぶなど）

# 指導の段階
・基本動作の習得
・組み合わせ動作の練習
・ゲーム・競争での活用
・発展的な技能への挑戦
・他の運動への転移

# 指導の工夫
・楽しい雰囲気づくり
・段階的な指導法
・視覚的支援・手本の活用
・仲間との協力・教え合い
・成功体験の積み重ね
・安全管理の徹底
・評価の工夫（過程重視）

全ての児童が「できた」「楽しい」を実感し、生涯にわたって運動に親しむ基礎を築くプログラムを作成してください。",小学校体育で全ての児童が基本運動技能を楽しく習得し、運動好きな子どもを育成する包括的なプログラムを作成できます。,"人物,内容,制約",
hoken-taiiku-health-01,junior-high,保健体育,健康教育実践プログラム（中学校保健）,"あなたは中学校保健体育科の健康教育専門家です。
生徒が自らの健康を管理し、生涯にわたって健康的な生活を送るための実践プログラムを開発してください。

# プログラム設定
・対象学年：[中学1〜3年]
・健康分野：[心身の発達、健康と環境、疾病の予防、応急手当など]
・実践活動：[調査、実習、発表、地域連携など]
・期間：[単元または年間計画]
・評価：[知識理解、実践力、態度など]

# 健康教育の内容
1. 心身の健康・発達の理解
2. 生活習慣病の予防
3. 感染症・薬物等の予防
4. 心の健康・ストレス管理
5. 応急手当・安全管理
6. 健康情報の活用

# 実践活動の展開
・健康診断結果の分析・活用
・生活習慣の調査・改善計画
・応急手当の実習・シミュレーション
・ストレス対処法の体験・実践
・健康情報の収集・評価・発信
・地域の健康課題調査・提案

# 指導・支援の工夫
・科学的根拠に基づく指導
・生徒の実態に応じた個別支援
・体験的・実践的な学習活動
・ICT・データ活用の促進
・専門機関・地域との連携
・家庭・社会への発信

中学生が健康の保持増進を自ら実践し、健康な社会づくりにも貢献できるプログラムを開発してください。",中学校保健で生徒が科学的根拠に基づいた健康管理を実践し、生涯にわたる健康づくりの基礎を確立するプログラムを開発できます。,"人物,内容,制約",
hoken-taiiku-sports-01,high,保健体育,生涯スポーツ実践プログラム（高校体育）,"あなたは高等学校保健体育科のスポーツ教育専門家です。
生徒が生涯にわたってスポーツに親しみ、豊かなスポーツライフを実現するためのプログラムを設計してください。

# プログラム設定
・科目：[体育、スポーツⅠ・Ⅱなど]
・対象：[高校1〜3年、習熟度別対応]
・運動種目：[球技、陸上、水泳、武道、ダンス、野外活動など]
・期間：[年間計画、進路との関連]
・地域連携：[スポーツクラブ、施設活用など]

# 生涯スポーツの観点
1. 多様なスポーツの体験・習得
2. 個人の適性・興味に応じた選択
3. 健康・体力の維持向上
4. スポーツの楽しさ・価値理解
5. スポーツを通した社会参画
6. 指導・支援する力の育成

# プログラムの構成
・基礎体力・技能の向上
・選択制による専門技能習得
・ニュースポーツ・生涯スポーツ体験
・スポーツの科学的理解
・審判・指導法の学習
・地域スポーツ活動への参加
・スポーツイベントの企画・運営

# 指導・評価の工夫
・生徒の主体的な学習促進
・技能差に応じた指導法
・仲間との協働・教え合い
・ICT活用による技能分析
・地域指導者との連携
・実技・知識・態度の総合評価

高校生が自分に適したスポーツを発見し、卒業後も継続してスポーツに親しむ基盤を築くプログラムを設計してください。",高等学校体育で生徒が自分に適したスポーツを見つけ、生涯にわたってスポーツを享受する態度と能力を育成するプログラムを設計できます。,"人物,内容,制約",
doutoku-consideration-01,elementary,道徳,思いやりの心育成プログラム（小学校道徳）,"あなたは小学校道徳科の専門家です。
児童の思いやりの心を育み、他者への配慮ある行動ができるようになるプログラムを作成してください。

# プログラム設定
・対象学年：[低学年・中学年・高学年の発達段階に応じて]
・道徳的価値：[親切、思いやり、感謝、友情など]
・教材：[読み物資料、体験談、映像資料など]
・期間：[年間を通した系統的指導]
・実践化：[学校生活、家庭生活での実践]

# 思いやりの心の育成段階
1. 相手の気持ちに気づく
2. 相手の立場で考える
3. 思いやりのある行動を選択する
4. 継続的に実践する
5. より深い思いやりへと発展させる

# 指導方法の工夫
・児童の実体験との関連づけ
・役割演技・体験活動の活用
・心情の変化を捉える発問
・児童同士の対話・交流
・振り返り・自己評価の重視
・日常実践への動機づけ

# 評価・実践化の工夫
・行動観察による評価
・自己評価・相互評価
・保護者・地域との連携
・学級・学校生活での実践場面設定
・継続的な指導・支援

児童が思いやりの心を内面化し、日常的に他者への配慮ある行動を実践できるプログラムを作成してください。",小学校道徳で児童の思いやりの心を段階的に育成し、日常生活での実践力を身につけるプログラムを体系的に作成できます。,"人物,内容,制約",
doutoku-responsibility-01,junior-high,道徳,責任感・自律性育成カリキュラム（中学校道徳）,"あなたは中学校道徳科の専門家です。
思春期の生徒が責任感と自律性を身につけ、自分の行動に責任を持てるようになるカリキュラムを設計してください。

# カリキュラム設定
・対象学年：[中学1〜3年の発達段階]
・道徳的価値：[責任・義務、自律、自由と責任、節度・節制など]
・教材・資料：[現代的課題、生徒の実態に即した教材]
・指導時間：[年間35時間の系統的配列]
・関連指導：[学級活動、生徒指導との連携]

# 責任感・自律性の発達段階
1. 自分の行動の結果を理解する
2. 責任の意味と重要性を理解する
3. 自分で判断し行動する
4. 継続的に責任を果たす
5. 社会の一員としての責任を自覚する

# 指導方法の特色
・問題解決的な学習の重視
・多面的・多角的な思考の促進
・生徒の主体的な対話・議論
・実際の事例・体験の活用
・価値の内面化を図る工夫
・実践意欲の向上

# 評価・実践の工夫
・学習状況の適切な把握
・自己評価・振り返りの充実
・学校生活全体での実践
・家庭・地域との連携
・継続的な成長支援

中学生が自分自身と向き合い、責任ある行動ができる人間性を育むカリキュラムを設計してください。",中学校道徳で思春期の生徒の責任感と自律性を段階的に育成し、社会の一員としての自覚を高めるカリキュラムを設計できます。,"人物,内容,制約",
doutoku-citizenship-01,high,道徳,公共の精神・社会参画育成プログラム（高校道徳）,"あなたは高等学校の公民科・特別活動の専門家です。
高校生が公共の精神を身につけ、積極的に社会参画する態度を育成するプログラムを開発してください。

# プログラム設定
・関連科目：[公共、倫理、特別活動など]
・対象：[高校1〜3年、進路多様性への対応]
・価値・内容：[公共の精神、社会参画、持続可能性、多様性の尊重など]
・実践活動：[ボランティア、地域活動、社会貢献活動など]
・期間：[年間または3年間の系統的指導]

# 公共の精神・社会参画の要素
1. 社会の一員としての自覚
2. 公共の利益への関心
3. 多様性の理解・尊重
4. 社会的課題への問題意識
5. 主体的な社会参画の実践
6. 持続可能な社会の構築

# プログラムの構成
・現代社会の課題理解
・地域社会・国際社会への関心
・ボランティア・社会貢献体験
・多様な立場の人々との交流
・社会問題の調査・提案活動
・主権者としての資質向上
・将来の社会参画への準備

# 指導・評価の工夫
・実社会との関連を重視
・体験的・実践的な学習活動
・地域・NPO等との連携
・生徒の主体的な企画・運営
・振り返り・価値の内面化
・進路・キャリアとの関連

高校生が社会の担い手としての自覚を持ち、卒業後も継続的に社会貢献する人材に成長するプログラムを開発してください。",高等学校で生徒の公共の精神と社会参画意識を育成し、民主的社会の担い手としての資質・能力を身につけるプログラムを開発できます。,"人物,内容,制約",
sogo-environment-01,elementary,総合,環境教育探究プロジェクト（小学校総合）,"あなたは小学校総合的な学習の時間の環境教育専門家です。
児童が身近な環境問題を探究し、環境保全への意識と行動力を育むプロジェクトを設計してください。

# プロジェクト設定
・対象学年：[3〜6年、学年に応じた内容設定]
・探究課題：[学校周辺の自然、地域の環境問題、地球環境など]
・期間：[1学期〜通年プロジェクト]
・関連教科：[理科、社会、国語、算数など]
・地域連携：[自治体、NPO、専門家との協働]

# 探究のプロセス
1. 課題の設定（疑問・問題の発見）
2. 情報の収集（観察、調査、インタビュー）
3. 整理・分析（データの整理、関係性の把握）
4. まとめ・表現（結論、提案の作成）
5. 実践・発信（行動化、成果の共有）

# 学習活動の展開
・身近な自然環境の観察・調査
・環境問題の原因・影響の調査
・専門家・地域の人へのインタビュー
・データ収集・分析・グラフ化
・環境保全への提案・実践活動
・成果発表・地域への発信

# 指導・支援の工夫
・児童の問題意識を大切にした課題設定
・多様な情報収集方法の指導
・ICT活用による情報整理・表現
・地域の専門家との連携
・実践活動への動機づけ
・継続的な取組への発展

児童が環境問題を自分事として捉え、持続可能な社会づくりに向けて行動する力を育むプロジェクトを設計してください。",小学校総合学習で児童が環境問題を主体的に探究し、持続可能な社会を創造する意識と実践力を育成するプロジェクトを設計できます。,"人物,内容,制約",
