id,school,subject,title,prompt,description,elements,
zuga-expression-01,elementary,図画工作,自由表現活動プラン（小学校図工）,"あなたは小学校図画工作科の表現活動専門家です。
児童の創造性と表現力を最大限に引き出す自由表現活動プランを作成してください。

# 活動設定
・学年：[低学年・中学年・高学年]
・テーマ：[「自分の好きなもの」「夢の世界」「未来の〇〇」など]
・使用材料：[絵の具、クレヨン、粘土、廃材など]
・制作期間：[単時間または数時間]
・展示・鑑賞：[校内展示、相互鑑賞など]

# 表現活動の段階
1. 発想・構想の段階
2. 制作・表現の段階
3. 鑑賞・評価の段階
4. 振り返り・発展の段階

# 指導の重点
・自由な発想を大切にする雰囲気づくり
・技法・材料の基本的な使い方指導
・個性・多様性の尊重
・過程を重視した評価
・相互鑑賞による学び合い
・安全指導の徹底

# 支援の工夫
・発想を広げる資料・環境の準備
・技法指導のタイミング
・個別支援の方法
・作品保管・展示の工夫
・保護者・地域への発信

児童一人ひとりの個性と創造性が輝く、楽しく充実した表現活動プランを作成してください。",小学校図画工作で児童の自由な発想と創造性を最大限に引き出し、表現する喜びを味わわせる活動プランを創造できます。,"人物,内容,制約",
bijutsu-design-01,junior-high,美術,デザイン思考育成プロジェクト（中学校美術）,"あなたは中学校美術科のデザイン教育専門家です。
生徒がデザイン思考を身につけ、課題解決に向けた創造的な提案ができるプロジェクトを設計してください。

# プロジェクト設定
・対象：[中学1〜3年]
・課題：[学校生活の改善、地域の問題解決、環境問題など]
・制作物：[ポスター、パッケージ、プロダクト、アプリデザインなど]
・期間：[3〜6時間程度]
・協働：[個人・グループ活動の組み合わせ]

# デザイン思考のプロセス
1. 共感（問題・ニーズの発見）
2. 定義（課題の明確化）
3. 創造（アイデア発想）
4. 試作（プロトタイプ作成）
5. 検証（フィードバック・改善）

# 学習活動の展開
・問題発見のためのリサーチ
・ブレインストーミング・アイデア発想
・スケッチ・ラフデザイン
・制作・完成
・プレゼンテーション・相互評価
・振り返り・改善提案

# 指導のポイント
・実社会とのつながりを重視
・多様なアイデアの尊重
・ICTツールの効果的活用
・協働による学び合い
・社会貢献への意識醸成

生徒が創造的思考力と問題解決能力を身につけ、社会の一員としての自覚を持てるプロジェクトを設計してください。",中学校美術でデザイン思考を通して創造的問題解決能力を育成し、生徒の社会参画意識を高めるプロジェクトを設計できます。,"人物,内容,制約",
bijutsu-contemporary-01,high,美術,現代アート制作・発信プログラム（高校美術）,"あなたは高等学校芸術科（美術）の現代アート教育専門家です。
生徒が現代的な表現方法を学び、自分の作品を社会に発信するプログラムを開発してください。

# プログラム設定
・科目：[美術I、II、III]
・表現メディア：[絵画、彫刻、映像、インスタレーション、デジタルアートなど]
・テーマ：[社会問題、アイデンティティ、環境、テクノロジーなど]
・期間：[学期単位または年間プロジェクト]
・発信方法：[展覧会、SNS、地域発表など]

# 現代アートの学習要素
1. 現代アートの動向・作家研究
2. 多様な表現技法・メディアの習得
3. コンセプト・メッセージの明確化
4. 社会性・批判性を持った表現
5. 鑑賞者とのコミュニケーション

# プログラムの構成
・現代アート鑑賞・分析
・コンセプト・企画の立案
・技法研究・実験
・作品制作
・展示・発表の企画
・作品解説・プレゼンテーション
・社会への発信・交流

# 指導・支援の工夫
・美術館・ギャラリーとの連携
・現代作家との交流機会
・ICT・デジタル技術の活用
・批評・ディスカッションの場
・進路・キャリアとの関連

高校生が現代社会に向けて自分なりの表現を発信し、アーティストとしての基礎を築くプログラムを開発してください。",高等学校美術で現代的な表現技法と社会発信力を身につけ、生徒の芸術的アイデンティティと社会参画意識を育成するプログラムを開発できます。,"人物,内容,制約",
katei-cooking-01,elementary,家庭,実践的調理技能プログラム（小学校家庭）,"あなたは小学校家庭科の調理指導専門家です。
児童が基本的な調理技能を安全に楽しく身につけ、食生活に関心を持てるプログラムを作成してください。

# プログラム設定
・対象学年：[5年・6年]
・調理技能：[切る、ゆでる、炒める、蒸すなど]
・調理実習：[年間6〜8回程度]
・安全管理：[怪我防止、衛生管理、アレルギー対応]
・家庭との連携：[材料準備、家庭実践など]

# 段階的な技能習得
1. 基本の道具の使い方
2. 安全な包丁の使い方
3. 火の扱い方・加熱調理
4. 味付け・調味の基本
5. 盛り付け・配膳
6. 片付け・衛生管理

# 実習メニューの構成
・基礎実習（ゆで卵、おにぎりなど）
・季節の料理（旬の食材活用）
・郷土料理・行事食
・簡単な弁当作り
・家族への料理
・創作メニュー

# 指導の工夫
・デモンストレーションの効果的実施
・グループ編成と役割分担
・個別支援と安全確認
・振り返り・評価の工夫
・家庭での実践奨励
・食文化・栄養指導との関連

児童が調理の楽しさを実感し、生涯にわたって食生活を豊かにする基礎を築くプログラムを作成してください。",小学校家庭科で児童が調理技能を安全に習得し、食生活への関心と実践力を育む段階的なプログラムを作成できます。,"人物,内容,制約",
gika-programming-01,junior-high,技術・家庭,プログラミング的思考育成カリキュラム（中学校技術）,"あなたは中学校技術・家庭科（技術分野）のプログラミング教育専門家です。
生徒がプログラミング的思考を身につけ、問題解決能力を育成するカリキュラムを設計してください。

# カリキュラム設定
・対象学年：[中学1〜3年]
・使用言語・環境：[Scratch、Python、micro:bitなど]
・授業時数：[学年あたり10〜15時間]
・関連分野：[情報の技術、エネルギー変換など]
・評価方法：[作品評価、思考過程評価など]

# プログラミング的思考の要素
1. 分解（問題を小さな部分に分ける）
2. パターン認識（規則性の発見）
3. 抽象化（本質的な要素の抽出）
4. アルゴリズム（手順の論理的組み立て）
5. デバッグ（間違いの発見・修正）

# 学習内容の展開
・基本的なプログラミング体験
・順次・分岐・反復の理解
・センサー・アクチュエータの制御
・身近な問題の解決プログラム
・創作・表現活動
・情報モラル・セキュリティ

# 指導・評価の工夫
・ペアプログラミング・協働学習
・試行錯誤を重視した指導
・作品発表・相互評価
・実生活との関連づけ
・進路・キャリアとの接続
・ICT環境の効果的活用

生徒がプログラミングの楽しさを感じながら、論理的思考力と問題解決能力を確実に身につけるカリキュラムを設計してください。",中学校技術科でプログラミング的思考を体系的に育成し、生徒の論理的思考力と創造的問題解決能力を効果的に伸ばすカリキュラムを設計できます。,"人物,内容,制約",
katei-life-design-01,high,家庭,ライフデザイン教育プログラム（高校家庭）,"あなたは高等学校家庭科のライフデザイン教育専門家です。
生徒が自分らしい生き方を設計し、家庭・社会の一員として必要な資質・能力を身につけるプログラムを開発してください。

# プログラム設定
・科目：[家庭基礎、家庭総合]
・期間：[学期単位または年間]
・対象：[高校1〜3年（発達段階に応じて）]
・関連分野：[進路指導、キャリア教育、主権者教育]
・実践活動：[調査、実習、発表、地域連携など]

# ライフデザインの要素
1. 自己理解・価値観の明確化
2. ライフステージの理解
3. 家族・家庭の意義と役割
4. ワークライフバランス
5. 経済設計・家計管理
6. 社会参画・貢献

# 学習内容の構成
・自分史作成・将来ビジョン
・家族・パートナーシップ
・子育て・介護の理解
・住生活・消費生活の設計
・職業選択・キャリア形成
・社会制度・法律の理解
・地域社会への参画

# 活動・評価の工夫
・ライフプラン作成・発表
・ロールプレイ・シミュレーション
・地域の専門家との交流
・実態調査・データ分析
・家族・地域での実践活動
・ポートフォリオ評価

高校生が自分らしい人生設計を描き、家庭・社会の担い手として成長するプログラムを開発してください。",高等学校家庭科で生徒が自分らしいライフデザインを描き、家庭・社会の一員として必要な実践力を身につけるプログラムを開発できます。,"人物,内容,制約",
taiiku-movement-01,elementary,体育,基本運動技能習得プログラム（小学校体育）,"あなたは小学校体育科の運動技能指導専門家です。
全ての児童が基本的な運動技能を身につけ、運動の楽しさを味わえるプログラムを作成してください。

# プログラム設定
・対象学年：[低学年・中学年・高学年]
・運動領域：[体つくり運動、器械運動、陸上運動、水泳運動、球技、表現運動など]
・技能要素：[移動、平衡、操作、力試しなど]
・期間：[単元または年間計画]
・個別支援：[運動が苦手な児童への配慮]

# 基本運動技能の要素
1. 移動系（走る、跳ぶ、登るなど）
2. 平衡系（立つ、回る、転がるなど）
3. 操作系（投げる、捕る、蹴るなど）
4. 力試し系（押す、引く、運ぶなど）

# 指導の段階
・基本動作の習得
・組み合わせ動作の練習
・ゲーム・競争での活用
・発展的な技能への挑戦
・他の運動への転移

# 指導の工夫
・楽しい雰囲気づくり
・段階的な指導法
・視覚的支援・手本の活用
・仲間との協力・教え合い
・成功体験の積み重ね
・安全管理の徹底
・評価の工夫（過程重視）

全ての児童が「できた」「楽しい」を実感し、生涯にわたって運動に親しむ基礎を築くプログラムを作成してください。",小学校体育で全ての児童が基本運動技能を楽しく習得し、運動好きな子どもを育成する包括的なプログラムを作成できます。,"人物,内容,制約",
hoken-taiiku-health-01,junior-high,保健体育,健康教育実践プログラム（中学校保健）,"あなたは中学校保健体育科の健康教育専門家です。
生徒が自らの健康を管理し、生涯にわたって健康的な生活を送るための実践プログラムを開発してください。

# プログラム設定
・対象学年：[中学1〜3年]
・健康分野：[心身の発達、健康と環境、疾病の予防、応急手当など]
・実践活動：[調査、実習、発表、地域連携など]
・期間：[単元または年間計画]
・評価：[知識理解、実践力、態度など]

# 健康教育の内容
1. 心身の健康・発達の理解
2. 生活習慣病の予防
3. 感染症・薬物等の予防
4. 心の健康・ストレス管理
5. 応急手当・安全管理
6. 健康情報の活用

# 実践活動の展開
・健康診断結果の分析・活用
・生活習慣の調査・改善計画
・応急手当の実習・シミュレーション
・ストレス対処法の体験・実践
・健康情報の収集・評価・発信
・地域の健康課題調査・提案

# 指導・支援の工夫
・科学的根拠に基づく指導
・生徒の実態に応じた個別支援
・体験的・実践的な学習活動
・ICT・データ活用の促進
・専門機関・地域との連携
・家庭・社会への発信

中学生が健康の保持増進を自ら実践し、健康な社会づくりにも貢献できるプログラムを開発してください。",中学校保健で生徒が科学的根拠に基づいた健康管理を実践し、生涯にわたる健康づくりの基礎を確立するプログラムを開発できます。,"人物,内容,制約",
hoken-taiiku-sports-01,high,保健体育,生涯スポーツ実践プログラム（高校体育）,"あなたは高等学校保健体育科のスポーツ教育専門家です。
生徒が生涯にわたってスポーツに親しみ、豊かなスポーツライフを実現するためのプログラムを設計してください。

# プログラム設定
・科目：[体育、スポーツⅠ・Ⅱなど]
・対象：[高校1〜3年、習熟度別対応]
・運動種目：[球技、陸上、水泳、武道、ダンス、野外活動など]
・期間：[年間計画、進路との関連]
・地域連携：[スポーツクラブ、施設活用など]

# 生涯スポーツの観点
1. 多様なスポーツの体験・習得
2. 個人の適性・興味に応じた選択
3. 健康・体力の維持向上
4. スポーツの楽しさ・価値理解
5. スポーツを通した社会参画
6. 指導・支援する力の育成

# プログラムの構成
・基礎体力・技能の向上
・選択制による専門技能習得
・ニュースポーツ・生涯スポーツ体験
・スポーツの科学的理解
・審判・指導法の学習
・地域スポーツ活動への参加
・スポーツイベントの企画・運営

# 指導・評価の工夫
・生徒の主体的な学習促進
・技能差に応じた指導法
・仲間との協働・教え合い
・ICT活用による技能分析
・地域指導者との連携
・実技・知識・態度の総合評価

高校生が自分に適したスポーツを発見し、卒業後も継続してスポーツに親しむ基盤を築くプログラムを設計してください。",高等学校体育で生徒が自分に適したスポーツを見つけ、生涯にわたってスポーツを享受する態度と能力を育成するプログラムを設計できます。,"人物,内容,制約",
doutoku-consideration-01,elementary,道徳,思いやりの心育成プログラム（小学校道徳）,"あなたは小学校道徳科の専門家です。
児童の思いやりの心を育み、他者への配慮ある行動ができるようになるプログラムを作成してください。

# プログラム設定
・対象学年：[低学年・中学年・高学年の発達段階に応じて]
・道徳的価値：[親切、思いやり、感謝、友情など]
・教材：[読み物資料、体験談、映像資料など]
・期間：[年間を通した系統的指導]
・実践化：[学校生活、家庭生活での実践]

# 思いやりの心の育成段階
1. 相手の気持ちに気づく
2. 相手の立場で考える
3. 思いやりのある行動を選択する
4. 継続的に実践する
5. より深い思いやりへと発展させる

# 指導方法の工夫
・児童の実体験との関連づけ
・役割演技・体験活動の活用
・心情の変化を捉える発問
・児童同士の対話・交流
・振り返り・自己評価の重視
・日常実践への動機づけ

# 評価・実践化の工夫
・行動観察による評価
・自己評価・相互評価
・保護者・地域との連携
・学級・学校生活での実践場面設定
・継続的な指導・支援

児童が思いやりの心を内面化し、日常的に他者への配慮ある行動を実践できるプログラムを作成してください。",小学校道徳で児童の思いやりの心を段階的に育成し、日常生活での実践力を身につけるプログラムを体系的に作成できます。,"人物,内容,制約",
doutoku-responsibility-01,junior-high,道徳,責任感・自律性育成カリキュラム（中学校道徳）,"あなたは中学校道徳科の専門家です。
思春期の生徒が責任感と自律性を身につけ、自分の行動に責任を持てるようになるカリキュラムを設計してください。

# カリキュラム設定
・対象学年：[中学1〜3年の発達段階]
・道徳的価値：[責任・義務、自律、自由と責任、節度・節制など]
・教材・資料：[現代的課題、生徒の実態に即した教材]
・指導時間：[年間35時間の系統的配列]
・関連指導：[学級活動、生徒指導との連携]

# 責任感・自律性の発達段階
1. 自分の行動の結果を理解する
2. 責任の意味と重要性を理解する
3. 自分で判断し行動する
4. 継続的に責任を果たす
5. 社会の一員としての責任を自覚する

# 指導方法の特色
・問題解決的な学習の重視
・多面的・多角的な思考の促進
・生徒の主体的な対話・議論
・実際の事例・体験の活用
・価値の内面化を図る工夫
・実践意欲の向上

# 評価・実践の工夫
・学習状況の適切な把握
・自己評価・振り返りの充実
・学校生活全体での実践
・家庭・地域との連携
・継続的な成長支援

中学生が自分自身と向き合い、責任ある行動ができる人間性を育むカリキュラムを設計してください。",中学校道徳で思春期の生徒の責任感と自律性を段階的に育成し、社会の一員としての自覚を高めるカリキュラムを設計できます。,"人物,内容,制約",
doutoku-citizenship-01,high,道徳,公共の精神・社会参画育成プログラム（高校道徳）,"あなたは高等学校の公民科・特別活動の専門家です。
高校生が公共の精神を身につけ、積極的に社会参画する態度を育成するプログラムを開発してください。

# プログラム設定
・関連科目：[公共、倫理、特別活動など]
・対象：[高校1〜3年、進路多様性への対応]
・価値・内容：[公共の精神、社会参画、持続可能性、多様性の尊重など]
・実践活動：[ボランティア、地域活動、社会貢献活動など]
・期間：[年間または3年間の系統的指導]

# 公共の精神・社会参画の要素
1. 社会の一員としての自覚
2. 公共の利益への関心
3. 多様性の理解・尊重
4. 社会的課題への問題意識
5. 主体的な社会参画の実践
6. 持続可能な社会の構築

# プログラムの構成
・現代社会の課題理解
・地域社会・国際社会への関心
・ボランティア・社会貢献体験
・多様な立場の人々との交流
・社会問題の調査・提案活動
・主権者としての資質向上
・将来の社会参画への準備

# 指導・評価の工夫
・実社会との関連を重視
・体験的・実践的な学習活動
・地域・NPO等との連携
・生徒の主体的な企画・運営
・振り返り・価値の内面化
・進路・キャリアとの関連

高校生が社会の担い手としての自覚を持ち、卒業後も継続的に社会貢献する人材に成長するプログラムを開発してください。",高等学校で生徒の公共の精神と社会参画意識を育成し、民主的社会の担い手としての資質・能力を身につけるプログラムを開発できます。,"人物,内容,制約",
sogo-environment-01,elementary,総合,環境教育探究プロジェクト（小学校総合）,"あなたは小学校総合的な学習の時間の環境教育専門家です。
児童が身近な環境問題を探究し、環境保全への意識と行動力を育むプロジェクトを設計してください。

# プロジェクト設定
・対象学年：[3〜6年、学年に応じた内容設定]
・探究課題：[学校周辺の自然、地域の環境問題、地球環境など]
・期間：[1学期〜通年プロジェクト]
・関連教科：[理科、社会、国語、算数など]
・地域連携：[自治体、NPO、専門家との協働]

# 探究のプロセス
1. 課題の設定（疑問・問題の発見）
2. 情報の収集（観察、調査、インタビュー）
3. 整理・分析（データの整理、関係性の把握）
4. まとめ・表現（結論、提案の作成）
5. 実践・発信（行動化、成果の共有）

# 学習活動の展開
・身近な自然環境の観察・調査
・環境問題の原因・影響の調査
・専門家・地域の人へのインタビュー
・データ収集・分析・グラフ化
・環境保全への提案・実践活動
・成果発表・地域への発信

# 指導・支援の工夫
・児童の問題意識を大切にした課題設定
・多様な情報収集方法の指導
・ICT活用による情報整理・表現
・地域の専門家との連携
・実践活動への動機づけ
・継続的な取組への発展

児童が環境問題を自分事として捉え、持続可能な社会づくりに向けて行動する力を育むプロジェクトを設計してください。",小学校総合学習で児童が環境問題を主体的に探究し、持続可能な社会を創造する意識と実践力を育成するプロジェクトを設計できます。,"人物,内容,制約",
sogo-career-01,junior-high,総合,キャリア探究プログラム（中学校総合）,"あなたは中学校総合的な学習の時間のキャリア教育専門家です。
生徒が自分の将来について考え、キャリア形成の基礎を築く探究プログラムを開発してください。

# プログラム設定
・対象学年：[中学1〜3年、発達段階に応じた系統性]
・探究内容：[職業理解、自己理解、社会理解、進路設計など]
・期間：[3年間を通した系統的プログラム]
・体験活動：[職場体験、インターンシップ、職業人講話など]
・関連指導：[進路指導、道徳、各教科との関連]

# キャリア探究の段階
1. 自己理解の深化（興味・関心、適性の把握）
2. 職業・社会の理解（多様な働き方の理解）
3. 体験活動による学び（職場体験等）
4. 将来設計・進路選択（目標設定、計画立案）
5. 実現に向けた準備（学習計画、実践）

# 学習活動の構成
・自分史作成・将来の夢探し
・職業調査・職業人インタビュー
・職場体験・職業体験活動
・働くことの意義・価値の考察
・進路情報の収集・分析
・キャリアプラン作成・発表
・実現に向けた行動計画

# 指導・評価の工夫
・生徒の主体的な探究活動
・地域・企業との連携強化
・保護者・家族との連携
・ポートフォリオによる記録・振り返り
・個別指導・相談体制の充実
・高校との接続を意識した指導

中学生が自分らしい生き方・働き方を見つけ、主体的に進路選択できる力を育むプログラムを開発してください。",中学校総合学習でキャリア探究を通して生徒の自己理解と社会理解を深め、主体的な進路選択能力を育成するプログラムを開発できます。,"人物,内容,制約",
sogo-global-01,high,総合,グローバル課題解決プロジェクト（高校総合）,"あなたは高等学校総合的な探究の時間のグローバル教育専門家です。
生徒がグローバルな視点で社会課題を捉え、解決に向けて行動する力を育成するプロジェクトを設計してください。

# プロジェクト設定
・対象：[高校1〜3年、進路多様性対応]
・探究テーマ：[SDGs、国際協力、多文化共生、平和構築など]
・期間：[年間または複数年にわたる探究]
・国際連携：[海外の学校、国際機関、NGOとの協働]
・成果発信：[国際会議、コンテスト、政策提言など]

# グローバル課題探究の要素
1. 地球規模課題の理解・分析
2. 多文化・多様性の理解
3. 国際協力・連携の実践
4. 解決策の提案・実行
5. 発信・アドボカシー活動
6. 持続可能な社会の構築

# プロジェクトの展開
・グローバル課題の調査・分析
・海外との交流・協働活動
・フィールドワーク・現地調査
・専門家・実践者との対話
・解決策の企画・実践
・国際的な発信・提言活動
・持続的な取組の構築

# 指導・支援体制
・教科横断的な指導体制
・国際機関・NPOとのパートナーシップ
・ICTを活用した国際協働
・英語等外国語の実践的活用
・大学・研究機関との連携
・成果の社会発信・政策提言

高校生がグローバルな課題解決者として成長し、国際社会で活躍する基盤を築くプロジェクトを設計してください。",高等学校探究学習でグローバルな視点から社会課題を探究し、国際社会で活躍する資質・能力を育成するプロジェクトを設計できます。,"人物,内容,制約",
tokkatsu-class-management-01,elementary,特別活動,自主的学級運営システム（小学校特活）,"あなたは小学校特別活動の学級活動専門家です。
児童が主体的に学級運営に参画し、協働して良い学級を作るシステムを構築してください。

# システム設定
・対象学年：[低学年・中学年・高学年の発達段階]
・運営組織：[学級会、係活動、当番活動など]
・話し合い：[議題設定、司会・記録、合意形成など]
・実践活動：[決定事項の実行、振り返り・改善など]
・教師の役割：[支援・指導のあり方]

# 自主的運営の要素
1. 児童による問題発見・議題提案
2. 民主的な話し合い・意思決定
3. 全員参加の実践活動
4. 振り返り・改善のサイクル
5. 他者理解・協調性の育成

# 学級会の充実
・議題選定の工夫（生活上の問題、楽しい活動など）
・司会・記録等の役割分担と育成
・話し合いスキルの指導
・合意形成・意思決定の方法
・決定事項の実践・評価

# 係・当番活動の工夫
・学級のニーズに応じた係の設定
・自発的・創造的な活動の奨励
・協力・分担による活動推進
・定期的な振り返り・改善
・感謝・承認の文化づくり

児童が学級の一員としての自覚を持ち、協働して学級をより良くする力を育むシステムを構築してください。",小学校特別活動で児童の自主性と協働性を育成し、民主的な学級運営を通して社会性を身につけるシステムを構築できます。,"人物,内容,制約",
tokkatsu-student-council-01,junior-high,特別活動,生徒会活動活性化プログラム（中学校特活）,"あなたは中学校特別活動の生徒会活動専門家です。
生徒が学校運営に主体的に参画し、リーダーシップと社会性を育む生徒会活動プログラムを開発してください。

# プログラム設定
・対象：[全校生徒、生徒会役員、各種委員会]
・活動領域：[学校行事、生活改善、地域貢献、国際交流など]
・運営組織：[生徒会本部、専門委員会、学級代表など]
・期間：[年間を通した継続的活動]
・支援体制：[教師の指導・助言、地域との連携]

# 生徒会活動の機能
1. 学校生活の改善・向上
2. 生徒の意見表明・参画
3. リーダーシップの育成
4. 協働性・社会性の発達
5. 自治的能力の向上
6. 社会参画への基礎づくり

# 活動内容の充実
・生徒総会・代表委員会の活性化
・学校行事の企画・運営参画
・学校生活向上への提案・実践
・地域貢献・ボランティア活動
・他校・地域との交流活動
・生徒の声を反映する仕組みづくり

# 指導・支援の工夫
・生徒の主体性を重視した指導
・民主的な意思決定プロセスの学習
・リーダーシップ研修の実施
・継続的な活動評価・改善
・地域・保護者との連携
・将来の社会参画への意識づけ

中学生が学校の主人公として活躍し、民主的社会の担い手としての基礎を築くプログラムを開発してください。",中学校特別活動で生徒会活動を通して生徒の自治的能力とリーダーシップを育成し、民主的社会の担い手を育成するプログラムを開発できます。,"人物,内容,制約",
tokkatsu-school-event-01,high,特別活動,学校行事プロデュースプログラム（高校特活）,"あなたは高等学校特別活動の学校行事専門家です。
生徒が学校行事を主体的に企画・運営し、創造性とマネジメント能力を育成するプログラムを設計してください。

# プログラム設定
・対象行事：[文化祭、体育祭、修学旅行、卒業式など]
・運営組織：[実行委員会、各種委員会、クラス・部活動]
・期間：[企画から評価まで数ヶ月の長期プロジェクト]
・対象：[高校1〜3年、役割分担と学年継承]
・地域連携：[地域住民、卒業生、関係機関との協働]

# 行事プロデュースの要素
1. 企画・コンセプト立案
2. 予算・資源管理
3. チームビルディング・役割分担
4. 広報・集客活動
5. 当日運営・トラブル対応
6. 評価・振り返り・継承

# プログラムの構成
・行事の意義・目的の共有
・企画立案・コンセプト設計
・実行計画・予算案作成
・チーム編成・役割分担
・準備・練習・リハーサル
・本番実施・運営管理
・振り返り・成果の確認
・次年度への継承・発展

# 指導・評価の工夫
・生徒の創造性・自主性の尊重
・PDCAサイクルによる改善
・地域・保護者との協働促進
・安全管理・危機管理の指導
・個々の成長と集団の成長の両立
・社会人基礎力の育成

高校生が行事を通して企画力・実行力・協働力を身につけ、社会で活躍する基盤を築くプログラムを設計してください。",高等学校特別活動で学校行事の企画・運営を通して生徒の創造性・マネジメント能力・協働力を育成するプログラムを設計できます。,"人物,内容,制約",
tankyu-research-methodology-01,high,探究,探究研究方法論習得プログラム,"あなたは高等学校探究学習の研究方法論専門家です。
生徒が学術的な探究研究を行うために必要な研究方法論を体系的に習得するプログラムを開発してください。

# プログラム設定
・対象：[高校1〜3年、段階的スキル習得]
・期間：[年間を通した系統的指導]
・研究分野：[人文・社会科学、自然科学、学際領域]
・成果発表：[校内発表会、外部コンテスト、学会発表など]
・指導体制：[教科横断、外部専門家連携]

# 研究方法論の要素
1. 問いの設定・仮説構築
2. 先行研究調査・文献レビュー
3. 研究計画立案・方法選択
4. データ収集・調査実施
5. 分析・考察・結論導出
6. 論文作成・発表技法

# プログラムの展開
・研究倫理・学術的誠実性の理解
・問い・仮説設定の技法
・文献検索・情報収集方法
・量的・質的研究方法の習得
・データ分析・統計処理技能
・論文・レポート作成技法
・プレゼンテーション・ディスカッション技能

# 指導・支援の特色
・個人研究とグループ研究の組み合わせ
・大学・研究機関との連携
・専門家によるメンタリング
・段階的評価・フィードバック
・研究成果の社会発信
・進路・キャリアとの接続

高校生が大学レベルの探究研究を行い、将来の学術研究や社会課題解決に向けた基盤を築くプログラムを開発してください。",高等学校探究学習で学術的研究方法論を体系的に習得し、大学での学びや将来の研究活動につながる探究力を育成するプログラムを開発できます。,"人物,内容,制約",
tankyu-interdisciplinary-01,high,探究,文理融合探究プロジェクト,"あなたは高等学校探究学習の学際的研究専門家です。
文系・理系の枠を超えた学際的なアプローチで社会課題を探究するプロジェクトを設計してください。

# プロジェクト設定
・探究テーマ：[AI・技術と社会、環境・エネルギー問題、医療・福祉、都市・地域計画など]
・参加者：[文系・理系選択者の混成チーム]
・期間：[半年〜1年の長期プロジェクト]
・連携機関：[大学、企業、研究所、自治体など]
・成果：[政策提言、プロトタイプ開発、社会実装など]

# 文理融合の観点
1. 科学技術と人文社会の統合
2. 定量的・定性的アプローチの併用
3. 倫理的・社会的課題の考慮
4. 多角的・複合的な問題分析
5. 実社会への応用・実装

# プロジェクトの進行
・学際的課題の設定・共有
・各分野の専門知識習得
・フィールドワーク・現地調査
・データ分析・理論構築
・解決策の企画・設計
・プロトタイプ・提案作成
・社会実装・政策提言
・成果発表・社会発信

# 指導・支援体制
・文理教員の協働指導
・外部専門家のアドバイザリー
・企業・自治体との連携
・国際的な視点の導入
・デザイン思考の活用
・社会実装への支援

高校生が文理の垣根を超えて複雑な社会課題に取り組み、将来の学際的リーダーとしての基盤を築くプロジェクトを設計してください。",高等学校探究学習で文理融合的なアプローチにより複雑な社会課題を探究し、学際的思考力と問題解決能力を育成するプロジェクトを設計できます。,"人物,内容,制約",
tankyu-social-innovation-01,high,探究,ソーシャルイノベーション創出プログラム,"あなたは高等学校探究学習のソーシャルイノベーション専門家です。
生徒が社会的課題を解決する革新的なアイデアを創出し、実際に社会実装に取り組むプログラムを構築してください。

# プログラム設定
・対象課題：[地域活性化、高齢化社会、教育格差、環境問題、国際協力など]
・参加者：[高校2〜3年、多様な興味・能力を持つ生徒]
・期間：[年間を通した継続的プロジェクト]
・協働先：[NPO、社会起業家、自治体、企業のCSR部門など]
・成果目標：[プロトタイプ開発、政策提言、実証実験など]

# ソーシャルイノベーションの要素
1. 社会的課題の深い理解
2. 斬新で実現可能なアイデア創出
3. ステークホルダーとの協働
4. 持続可能なビジネスモデル
5. 社会的インパクトの測定
6. スケールアップの戦略

# プログラムの構成
・社会課題の発見・分析
・ユーザーニーズの調査・検証
・アイデア創出・プロトタイピング
・ビジネスモデルの構築
・パイロット実験・効果測定
・ステークホルダーとの連携
・社会実装・普及戦略
・成果発表・政策提言

# 指導・支援体制
・デザイン思考・リーンスタートアップ手法
・社会起業家・専門家との連携
・地域コミュニティとの協働
・大学・研究機関との連携
・資金調達・助成金活用
・メンタリング・コーチング
・国際的な視点・交流

高校生が社会変革の担い手として成長し、将来の社会起業や社会貢献活動の基盤を築くプログラムを構築してください。",高等学校探究学習で生徒が社会的課題を解決する革新的なアイデアを創出し、実際の社会実装に向けた実践力を育成するプログラムを構築できます。,"人物,内容,制約",